DBCODE,ENTITY,SITECODE,PRECIP_METHOD,HEIGHT,QC_LEVEL,PROBE_CODE,date,PRECIP_TOT_DAY,PRECIP_TOT_FLAG,EVENT_CODE
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,4/12/1961,18.5,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,4/13/1961,12.2,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,4/14/1961,0.5,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,4/15/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,4/16/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,4/17/1961,0.8,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,4/18/1961,21.1,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,4/19/1961,10.4,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,4/20/1961,8.1,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,4/21/1961,15,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,4/22/1961,3.6,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,4/23/1961,1.5,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,4/24/1961,1.8,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,4/25/1961,0.8,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,4/26/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,4/27/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,4/28/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,4/29/1961,8.6,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,4/30/1961,3,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,5/1/1961,15.5,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,5/2/1961,3,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,5/3/1961,11.4,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,5/4/1961,7.1,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,5/5/1961,13.2,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,5/6/1961,9.9,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,5/7/1961,0.8,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,5/8/1961,2.5,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,5/9/1961,17,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,5/10/1961,19.8,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,5/11/1961,2.3,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,5/12/1961,1.5,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,5/13/1961,1,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,5/14/1961,6.1,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,5/15/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,5/16/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,5/17/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,5/18/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,5/19/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,5/20/1961,0.3,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,5/21/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,5/22/1961,5.8,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,5/23/1961,2,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,5/24/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,5/25/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,5/26/1961,5.3,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,5/27/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,5/28/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,5/29/1961,2.3,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,5/30/1961,0.8,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,5/31/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,6/1/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,6/2/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,6/3/1961,0.5,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,6/4/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,6/5/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,6/6/1961,9.1,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,6/7/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,6/8/1961,1.3,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,6/9/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,6/10/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,6/11/1961,7.9,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,6/12/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,6/13/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,6/14/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,6/15/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,6/16/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,6/17/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,6/18/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,6/19/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,6/20/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,6/21/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,6/22/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,6/23/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,6/24/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,6/25/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,6/26/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,6/27/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,6/28/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,6/29/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,6/30/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,7/1/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,7/2/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,7/3/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,7/4/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,7/5/1961,2.5,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,7/6/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,7/7/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,7/8/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,7/9/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,7/10/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,7/11/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,7/12/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,7/13/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,7/14/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,7/15/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,7/16/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,7/17/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,7/18/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,7/19/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,7/20/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,7/21/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,7/22/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,7/23/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,7/24/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,7/25/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,7/26/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,7/27/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,7/28/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,7/29/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,7/30/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,7/31/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,8/1/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,8/2/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,8/3/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,8/4/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,8/5/1961,6.6,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,8/6/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,8/7/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,8/8/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,8/9/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,8/10/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,8/11/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,8/12/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,8/13/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,8/14/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,8/15/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,8/16/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,8/17/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,8/18/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,8/19/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,8/20/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,8/21/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,8/22/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,8/23/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,8/24/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,8/25/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,8/26/1961,1,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,8/27/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,8/28/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,8/29/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,8/30/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,8/31/1961,18,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,9/1/1961,48,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,9/2/1961,2.3,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,9/3/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,9/4/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,9/5/1961,1,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,9/6/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,9/7/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,9/8/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,9/9/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,9/10/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,9/11/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,9/12/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,9/13/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,9/14/1961,0.5,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,9/15/1961,11.9,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,9/16/1961,13,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,9/17/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,9/18/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,9/19/1961,0.5,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,9/20/1961,0.3,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,9/21/1961,0.5,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,9/22/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,9/23/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,9/24/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,9/25/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,9/26/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,9/27/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,9/28/1961,2.5,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,9/29/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,9/30/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,10/1/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,10/2/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,10/3/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,10/4/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,10/5/1961,0.5,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,10/6/1961,4.1,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,10/7/1961,6.9,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,10/8/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,10/9/1961,5.1,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,10/10/1961,46,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,10/11/1961,14.5,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,10/12/1961,26.7,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,10/13/1961,0.3,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,10/14/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,10/15/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,10/16/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,10/17/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,10/18/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,10/19/1961,1.3,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,10/20/1961,0.8,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,10/21/1961,3.8,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,10/22/1961,3.8,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,10/23/1961,40.6,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,10/24/1961,0.3,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,10/25/1961,1.8,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,10/26/1961,41.4,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,10/27/1961,55.9,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,10/28/1961,3,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,10/29/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,10/30/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,10/31/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,11/1/1961,8.9,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,11/2/1961,23.4,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,11/3/1961,18.8,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,11/4/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,11/5/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,11/6/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,11/7/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,11/8/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,11/9/1961,0.3,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,11/10/1961,18.5,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,11/11/1961,14.2,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,11/12/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,11/13/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,11/14/1961,0.5,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,11/15/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,11/16/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,11/17/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,11/18/1961,4.8,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,11/19/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,11/20/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,11/21/1961,76.2,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,11/22/1961,131.6,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,11/23/1961,59.9,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,11/24/1961,17.5,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,11/25/1961,3.8,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,11/26/1961,8.1,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,11/27/1961,2.8,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,11/28/1961,0.8,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,11/29/1961,0.8,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,11/30/1961,22.6,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,12/1/1961,5.6,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,12/2/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,12/3/1961,5.1,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,12/4/1961,26.7,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,12/5/1961,2.3,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,12/6/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,12/7/1961,10.7,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,12/8/1961,1.3,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,12/9/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,12/10/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,12/11/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,12/12/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,12/13/1961,19.1,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,12/14/1961,27.9,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,12/15/1961,13,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,12/16/1961,31.5,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,12/17/1961,41.9,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,12/18/1961,57.2,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,12/19/1961,72.4,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,12/20/1961,33.5,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,12/21/1961,16,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,12/22/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,12/23/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,12/24/1961,35.1,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,12/25/1961,1.3,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,12/26/1961,3.8,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,12/27/1961,10.4,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,12/28/1961,8.4,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,12/29/1961,2.5,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,12/30/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,12/31/1961,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,1/1/1962,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,1/2/1962,13.5,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,1/3/1962,31.5,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,1/4/1962,0.8,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,1/5/1962,16.8,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,1/6/1962,13,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,1/7/1962,2.3,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,1/8/1962,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,1/9/1962,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,1/10/1962,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,1/11/1962,7.9,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,1/12/1962,5.1,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,1/13/1962,0.3,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,1/14/1962,11.4,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,1/15/1962,1,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,1/16/1962,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,1/17/1962,2.5,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,1/18/1962,8.9,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,1/19/1962,4.6,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,1/20/1962,0.5,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,1/21/1962,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,1/22/1962,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,1/23/1962,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,1/24/1962,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,1/25/1962,7.9,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,1/26/1962,4.3,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,1/27/1962,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,1/28/1962,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,1/29/1962,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,1/30/1962,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,1/31/1962,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,2/1/1962,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,2/2/1962,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,2/3/1962,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,2/4/1962,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,2/5/1962,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,2/6/1962,11.4,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,2/7/1962,4.3,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,2/8/1962,3,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,2/9/1962,18.5,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,2/10/1962,3.6,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,2/11/1962,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,2/12/1962,14,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,2/13/1962,19.3,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,2/14/1962,4.6,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,2/15/1962,2,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,2/16/1962,19.8,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,2/17/1962,22.1,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,2/18/1962,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,2/19/1962,1.3,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,2/20/1962,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,2/21/1962,0,A,NA
MS001,3,CS2MET,PPT101,260,2D,PPTCS201,2/22/1962,20.1,A,NA
